paper_id,venue_id,venue_name,year,year_status,title,authors,track,session,paper_type,doi,acm_url,ieee_url,openreview_url,arxiv_url,dblp_url,official_url,proceedings_url,pdf_url,source_title,source_url,source_type,source_priority,verification_status,confidence,topic_primary,topic_secondary,topic_tags,topic_cluster_id,topic_cluster_label,topic_cluster_status,topic_notes,artifact_url,code_url,dataset_url,award_refs,representative_role,representative_score,representative_reason,include_in_report,missing_fields,notes
CICC-2016-P0001,CICC,CICC,2016,missing,CICC 2016 accepted-paper coverage marker: no reliable title-level source found in this run,,,,other,,,,,,https://dblp.org/db/conf/cicc/index.html,,,,CICC source-discovery audit for 2016,https://dblp.org/db/conf/cicc/index.html,bib_index,secondary,needs_review,low,,,coverage_gap,,,uncertain,Crossref exact CICC/container query returned zero 2016 rows; DBLP index access was unstable and public index did not expose 2016 in the captured pass.,,,,,none,,,no,title|authors|doi|official_url,"Missing coverage marker, not a paper."
CICC-2022-P0027,CICC,CICC,2022,complete,A 2GHz voltage mode power scalable RF-Front-End with 2.5dB-NF and 0.5dBm-1dBCP,Justin Yonghui Kim|Antonio Liscidini,Technical Program,,accepted_paper,10.1109/cicc53496.2022.9772836,,https://doi.org/10.1109/cicc53496.2022.9772836,,,https://dblp.org/db/conf/cicc/cicc2022.html,,https://doi.org/10.1109/CICC53496.2022,,Crossref metadata for 2022 IEEE CICC proceedings article,https://doi.org/10.1109/cicc53496.2022.9772836,paper,primary,verified,high,T12,rf_mmwave_thz,rf|mmwave|pll|radar|wireless|thz,CICC-C02,"RF, mmWave, THz, radar, wireless, and clock generation",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2022-P0028,CICC,CICC,2022,complete,"A 3.8-dB NF, 23-40GHz Phased-Array Receiver with 14-Bit Phase & Gain Manager and Calibration-Free Dual-Mode 28-52dB Image Rejection Ratio for 5G NR",Zhixian Deng|Huizhen Jenny Qian|Changxuan Han|Yifan Li|Xun Luo,Technical Program,,accepted_paper,10.1109/cicc53496.2022.9772818,,https://doi.org/10.1109/cicc53496.2022.9772818,,,https://dblp.org/db/conf/cicc/cicc2022.html,,https://doi.org/10.1109/CICC53496.2022,,Crossref metadata for 2022 IEEE CICC proceedings article,https://doi.org/10.1109/cicc53496.2022.9772818,paper,primary,verified,high,T12,rf_mmwave_thz,rf|mmwave|pll|radar|wireless|thz,CICC-C02,"RF, mmWave, THz, radar, wireless, and clock generation",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2022-P0029,CICC,CICC,2022,complete,A 30-MHz BW 74.6-dB SNDR 92-dB SFDR CT ΔΣ Modulator with Active Body-Bias DAC Calibration in 22nm FDSOI CMOS,Marcel Runge|Julius Edler|Dario Schmock|Tobias Kaiser|Friedel Gerfers,Technical Program,,accepted_paper,10.1109/cicc53496.2022.9772799,,https://doi.org/10.1109/cicc53496.2022.9772799,,,https://dblp.org/db/conf/cicc/cicc2022.html,,https://doi.org/10.1109/CICC53496.2022,,Crossref metadata for 2022 IEEE CICC proceedings article,https://doi.org/10.1109/cicc53496.2022.9772799,paper,primary,verified,high,T11/T12,data_converters,adc|dac|sar|delta-sigma|noise-shaping|modulator,CICC-C03,Data converters and mixed-signal quantization,provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2022-P0030,CICC,CICC,2022,complete,A 334uW 0.158mm2 Saber Learning with Rounding based Post-Quantum Crypto Accelerator,Archisman Ghosh|J.M.B. Mera|Angshuman Karmakar|Debayan Das|Santosh Ghosh|Ingrid Verbauwhede|Shreyas Sen,Technical Program,13-3,accepted_paper,10.1109/cicc53496.2022.9772859,,https://doi.org/10.1109/cicc53496.2022.9772859,,,https://dblp.org/db/conf/cicc/cicc2022.html,https://www.ieee-cicc.org/wp-content/uploads/2024/10/CICC-2022-Program.pdf,https://doi.org/10.1109/CICC53496.2022,,Crossref metadata for 2022 IEEE CICC proceedings article,https://doi.org/10.1109/cicc53496.2022.9772859,paper,primary,verified,high,T01/T02/T04/T06,digital_soc_accelerators,ai_accelerator|processor|soc|llm|transformer|cnn,CICC-C06,Digital SoCs and domain accelerators,split_candidate,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,frontier,4,Post-quantum crypto accelerator / processor signal.,yes,,Crossref-derived CICC row; front matter filtered by title rules. Second-wave 2026-06-27: targeted session backfill 13-3 from official CICC 2022 program PDF (https://www.ieee-cicc.org/wp-content/uploads/2024/10/CICC-2022-Program.pdf).
CICC-2022-P0031,CICC,CICC,2022,complete,A $36\times 40$ Wireless Fluorescence Image Sensor for Real-Time Microscopy in Cancer Therapy,Rozhan Rabbani|Hossein Najafiaghdam|Biqi Zhao|Megan Zeng|Vladimir Stojanovic|Rikky Muller|Mekhail Anwar,Technical Program,,accepted_paper,10.1109/cicc53496.2022.9772779,,https://doi.org/10.1109/cicc53496.2022.9772779,,,https://dblp.org/db/conf/cicc/cicc2022.html,,https://doi.org/10.1109/CICC53496.2022,,Crossref metadata for 2022 IEEE CICC proceedings article,https://doi.org/10.1109/cicc53496.2022.9772779,paper,primary,verified,high,T03/T04/T11,biomedical_sensor_interfaces,sensor|biomedical|neural|wearable|imager|lidar,CICC-C05,"Biomedical, neural, sensor, imaging, and wearable interfaces",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2022-P0032,CICC,CICC,2022,complete,A 38GS/s 7b Time-Interleaved Pipelined-SAR ADC with Speed-Enhanced Bootstrapped Switch in 22nm FinFET,Yuanming Zhu|Tong Liu|Srujan Kumar Kaile|Shiva Kiran|II-Min Yi|Ruida Liu|Julian Camilo Gomez Diaz|Sebastian Hoyos|Samuel Palermo,Technical Program,,accepted_paper,10.1109/cicc53496.2022.9772785,,https://doi.org/10.1109/cicc53496.2022.9772785,,,https://dblp.org/db/conf/cicc/cicc2022.html,,https://doi.org/10.1109/CICC53496.2022,,Crossref metadata for 2022 IEEE CICC proceedings article,https://doi.org/10.1109/cicc53496.2022.9772785,paper,primary,verified,high,T11/T12,data_converters,adc|dac|sar|delta-sigma|noise-shaping|modulator,CICC-C03,Data converters and mixed-signal quantization,provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2022-P0033,CICC,CICC,2022,complete,A 39pJ/label 1920x1080 165.7 FPS Block PatchMatch Based Stereo Matching Processor on FPGA,Hongyu Wang|Wei Zhou|Xiangyu Zhang|Xin Lou,Technical Program,,accepted_paper,10.1109/cicc53496.2022.9772830,,https://doi.org/10.1109/cicc53496.2022.9772830,,,https://dblp.org/db/conf/cicc/cicc2022.html,,https://doi.org/10.1109/CICC53496.2022,,Crossref metadata for 2022 IEEE CICC proceedings article,https://doi.org/10.1109/cicc53496.2022.9772830,paper,primary,verified,high,T01/T02/T04/T06,digital_soc_accelerators,ai_accelerator|processor|soc|llm|transformer|cnn,CICC-C06,Digital SoCs and domain accelerators,split_candidate,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,maybe,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2022-P0034,CICC,CICC,2022,complete,A 400-to-12 V Fully Integrated Switched-Capacitor DC-DC Converter Achieving 119 mW/mm2 at 63.6 % Efficiency,Tuur Van Daele|Filip Tavernier,Technical Program,,accepted_paper,10.1109/cicc53496.2022.9772805,,https://doi.org/10.1109/cicc53496.2022.9772805,,,https://dblp.org/db/conf/cicc/cicc2022.html,,https://doi.org/10.1109/CICC53496.2022,,Crossref metadata for 2022 IEEE CICC proceedings article,https://doi.org/10.1109/cicc53496.2022.9772805,paper,primary,verified,high,T04/T10/T12,power_management,dc-dc|ldo|pmic|power_delivery|energy_harvesting,CICC-C04,"Power management, voltage regulation, and power delivery",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,maybe,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2022-P0035,CICC,CICC,2022,complete,"A 48dB-SFDR, 43dB-SNDR, 50GS/s 9-bit 2x-interleaved Nyquist DAC in Intel 16",Hariprasad Chandrakumar|Thomas W. Brown|Dimitri Frolov|Zinia Tuli|Iwen Huang|Said Rami,Technical Program,,accepted_paper,10.1109/cicc53496.2022.9772816,,https://doi.org/10.1109/cicc53496.2022.9772816,,,https://dblp.org/db/conf/cicc/cicc2022.html,,https://doi.org/10.1109/CICC53496.2022,,Crossref metadata for 2022 IEEE CICC proceedings article,https://doi.org/10.1109/cicc53496.2022.9772816,paper,primary,verified,high,T11/T12,data_converters,adc|dac|sar|delta-sigma|noise-shaping|modulator,CICC-C03,Data converters and mixed-signal quantization,provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2022-P0036,CICC,CICC,2022,complete,A 6.8µW AFE for Ear EEG Recording with Simultaneous Impedance Measurement for Motion Artifact Cancellation,Aviral Pandey|Sina Faraji Alamouti|Justin Doong|Ryan Kaveh|Cem Yalcin|Mohammad Meraj Ghanbari|Rikky Muller,Technical Program,,accepted_paper,10.1109/cicc53496.2022.9772839,,https://doi.org/10.1109/cicc53496.2022.9772839,,,https://dblp.org/db/conf/cicc/cicc2022.html,,https://doi.org/10.1109/CICC53496.2022,,Crossref metadata for 2022 IEEE CICC proceedings article,https://doi.org/10.1109/cicc53496.2022.9772839,paper,primary,verified,high,T03/T04/T11,biomedical_sensor_interfaces,sensor|biomedical|neural|wearable|imager|lidar,CICC-C05,"Biomedical, neural, sensor, imaging, and wearable interfaces",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2022-P0037,CICC,CICC,2022,complete,A 60-Gb/s/pin single-ended PAM-4 transmitter with timing skew training and low power data encoding in mimicked 10nm class DRAM process,Joohwan Kim|Junyoung Park|Jindo Byun|Changkyu Seol|Chang Soo Yoon|EunSeok Shin|Hyunyoon Cho|Youngdo Um|Sucheol Lee|Hyungmin Jin|Kwangseob Shin|Hyunsub Norbert Rie|Minsu Jung|Jin-Hee Park|Go-Eun Cha|Minjae Lee|YoungMin Kim|Byeori Han|Yuseong Jeon|Jisun Lee|Hyejeong So|Sungduk Kim|Wansoo Park|Tae young Kim|Youngdon Choi|Jung-Hwan Choi|Hyungjong Ko|Sang-Hyun Lee,Technical Program,,accepted_paper,10.1109/cicc53496.2022.9772814,,https://doi.org/10.1109/cicc53496.2022.9772814,,,https://dblp.org/db/conf/cicc/cicc2022.html,,https://doi.org/10.1109/CICC53496.2022,,Crossref metadata for 2022 IEEE CICC proceedings article,https://doi.org/10.1109/cicc53496.2022.9772814,paper,primary,verified,high,T10/T12,wireline_optical_io,serdes|wireline|pam4|optical|cdr|tia|die-to-die,CICC-C01,"Wireline, SerDes, optical I/O, and die-to-die links",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,maybe,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2022-P0038,CICC,CICC,2022,complete,A 65nm Implantable Gesture Classification SoC for Rehabilitation with Enhanced Data Compression and Encoding for Robust Neural Network Operation Under Wireless Power Condition,Yijie Wei|Xi Chen|Jie Gu,Technical Program,,accepted_paper,10.1109/cicc53496.2022.9772838,,https://doi.org/10.1109/cicc53496.2022.9772838,,,https://dblp.org/db/conf/cicc/cicc2022.html,,https://doi.org/10.1109/CICC53496.2022,,Crossref metadata for 2022 IEEE CICC proceedings article,https://doi.org/10.1109/cicc53496.2022.9772838,paper,primary,verified,high,T03/T04/T11,biomedical_sensor_interfaces,sensor|biomedical|neural|wearable|imager|lidar,CICC-C05,"Biomedical, neural, sensor, imaging, and wearable interfaces",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2022-P0039,CICC,CICC,2022,complete,A 7.25-7.75GHz 5.9mW UWB Transceiver with -23.8dBm NBI Tolerance and 1.5cm Ranging Accuracy Using Uncertain IF and Pulse-Triggered Envelope/Energy Detection,Bowen Wang|Haixin Song|Woogeun Rhee|Zhihua Wang,Technical Program,,accepted_paper,10.1109/cicc53496.2022.9772857,,https://doi.org/10.1109/cicc53496.2022.9772857,,,https://dblp.org/db/conf/cicc/cicc2022.html,,https://doi.org/10.1109/CICC53496.2022,,Crossref metadata for 2022 IEEE CICC proceedings article,https://doi.org/10.1109/cicc53496.2022.9772857,paper,primary,verified,high,T12,rf_mmwave_thz,rf|mmwave|pll|radar|wireless|thz,CICC-C02,"RF, mmWave, THz, radar, wireless, and clock generation",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2022-P0040,CICC,CICC,2022,complete,A 77μW 115dB-Dynamic-Range 586fA-Sensitivity Current-Domain Continuous-Time Zoom ADC with Pulse-Width-Modulated Resistor DAC and Background Offset Compensation Scheme,Hao Zhang|Linxiao Shen|Shichuang Zhang|Heyi Li|Yihan Zhang|Zhichao Tan|Ru Huang|Le Ye,Technical Program,,accepted_paper,10.1109/cicc53496.2022.9772794,,https://doi.org/10.1109/cicc53496.2022.9772794,,,https://dblp.org/db/conf/cicc/cicc2022.html,,https://doi.org/10.1109/CICC53496.2022,,Crossref metadata for 2022 IEEE CICC proceedings article,https://doi.org/10.1109/cicc53496.2022.9772794,paper,primary,verified,high,T11/T12,data_converters,adc|dac|sar|delta-sigma|noise-shaping|modulator,CICC-C03,Data converters and mixed-signal quantization,provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2022-P0041,CICC,CICC,2022,complete,A 915–1220 TOPS/W Hybrid In-Memory Computing based Image Restoration and Region Proposal Integrated Circuit for Neuromorphic Vision Sensors in 65nm CMOS,Xueyong Zhang|Arindam Basu,Technical Program,,accepted_paper,10.1109/cicc53496.2022.9772788,,https://doi.org/10.1109/cicc53496.2022.9772788,,,https://dblp.org/db/conf/cicc/cicc2022.html,,https://doi.org/10.1109/CICC53496.2022,,Crossref metadata for 2022 IEEE CICC proceedings article,https://doi.org/10.1109/cicc53496.2022.9772788,paper,primary,verified,high,T05/T06/T10,compute_in_memory_analog_ai,compute_in_memory|analog_ai|rram|sram|neuromorphic|pim,CICC-C07,"Compute-in-memory, analog AI, and neuromorphic compute",split_candidate,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,maybe,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2022-P0042,CICC,CICC,2022,complete,A 92%-Efficiency Inductor-Charging Switched-Capacitor Stimulation System with Level-Adaptive Duty Modulation and Offset Charge Balancing for Muscular Stimulation,Kyeongho Eom|Han-Sol Lee|Minju Park|Seung Min Yang|Jong Chan Choe|Suk-Won Hwang|Young-Woo Suh|Hyung-Min Lee,Technical Program,,accepted_paper,10.1109/cicc53496.2022.9772833,,https://doi.org/10.1109/cicc53496.2022.9772833,,,https://dblp.org/db/conf/cicc/cicc2022.html,,https://doi.org/10.1109/CICC53496.2022,,Crossref metadata for 2022 IEEE CICC proceedings article,https://doi.org/10.1109/cicc53496.2022.9772833,paper,primary,verified,high,T11/T12,analog_mixed_signal_blocks,analog|mixed_signal|amplifier|reference|filter,CICC-C10,Analog and mixed-signal building blocks,provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2022-P0043,CICC,CICC,2022,complete,A 93.7%-Efficiency 5-Ratio Switched-Photovoltaic DC-DC Converter,Sandeep Reddy Kukunuru|Loai G. Salem,Technical Program,,accepted_paper,10.1109/cicc53496.2022.9772828,,https://doi.org/10.1109/cicc53496.2022.9772828,,,https://dblp.org/db/conf/cicc/cicc2022.html,,https://doi.org/10.1109/CICC53496.2022,,Crossref metadata for 2022 IEEE CICC proceedings article,https://doi.org/10.1109/cicc53496.2022.9772828,paper,primary,verified,high,T04/T10/T12,power_management,dc-dc|ldo|pmic|power_delivery|energy_harvesting,CICC-C04,"Power management, voltage regulation, and power delivery",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,maybe,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2022-P0044,CICC,CICC,2022,complete,A 9GHz 72fs-Total-lntegrated-Jitter Fractional-N Digital PLL with Calibrated Frequency Quadrupler,Francesco Buccoleri|Simone M. Dartizio|Francesco Tesolin|Luca Avallone|Alessio Santiccioli|Agata Iesurum|Giovanni Steffan|Andrea Bevilacqua|Luca Bertulessi|Dmytro Cherniak|Carlo Samori|Andrea L. Lacaita|Salvatore Levantino,Technical Program,,accepted_paper,10.1109/cicc53496.2022.9772796,,https://doi.org/10.1109/cicc53496.2022.9772796,,,https://dblp.org/db/conf/cicc/cicc2022.html,,https://doi.org/10.1109/CICC53496.2022,,Crossref metadata for 2022 IEEE CICC proceedings article,https://doi.org/10.1109/cicc53496.2022.9772796,paper,primary,verified,high,T12,rf_mmwave_thz,rf|mmwave|pll|radar|wireless|thz,CICC-C02,"RF, mmWave, THz, radar, wireless, and clock generation",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2022-P0045,CICC,CICC,2022,complete,A Battery-Less Crystal-Less 49.8µW Neural-Recording Chip Featuring Two-Tone RF Power Harvesting,Ziyi Chang|Changgui Yang|Yunshan Zhang|Zhuhao Li|Tianyu Zheng|Yuxuan Luo|Shaomin Zhang|Kedi Xu|Yong Chen|Gang Pan|Bo Zhao,Technical Program,,accepted_paper,10.1109/cicc53496.2022.9772792,,https://doi.org/10.1109/cicc53496.2022.9772792,,,https://dblp.org/db/conf/cicc/cicc2022.html,,https://doi.org/10.1109/CICC53496.2022,,Crossref metadata for 2022 IEEE CICC proceedings article,https://doi.org/10.1109/cicc53496.2022.9772792,paper,primary,verified,high,T12,rf_mmwave_thz,rf|mmwave|pll|radar|wireless|thz,CICC-C02,"RF, mmWave, THz, radar, wireless, and clock generation",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2022-P0046,CICC,CICC,2022,complete,A Calibration-Free 13b 625MS/s Tri-State Pipelined-SAR ADC with PVT-Insensitive Inverter-Based Residue Amplifier,Xiaofeng GUO|Run CHEN|Rongfeng XU|Bin LI|Zhen Qi CHEN,Technical Program,,accepted_paper,10.1109/cicc53496.2022.9772874,,https://doi.org/10.1109/cicc53496.2022.9772874,,,https://dblp.org/db/conf/cicc/cicc2022.html,,https://doi.org/10.1109/CICC53496.2022,,Crossref metadata for 2022 IEEE CICC proceedings article,https://doi.org/10.1109/cicc53496.2022.9772874,paper,primary,verified,high,T11/T12,data_converters,adc|dac|sar|delta-sigma|noise-shaping|modulator,CICC-C03,Data converters and mixed-signal quantization,provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
